,PI,NOME_COLOQUIAL,UF
25769,BR3138347,ACOPLADOR,CONJUNTO
25770,190028605,BOTÃO DOURADO GRANDE,UNIDADE
25776,190014329,BONÉ FEM BRANCO OF SUP 53,UNIDADE
25777,190014204,BONÉ BRANCO OF GM ASP 61,UNIDADE
25779,190014205,BONÉ BRANCO OF SUP 53,UNIDADE
25780,190018127,SUCCINATO SÓDICO HIDROCORTISONA PÓ PARA SOLUÇÃO INJETÁVEL 500MG FRASCO AMPOLA (IV),FRASCO
25793,190002861,"CLORIDRATO DE METOCLOPRAMIDA 10MG (5MG/ML) SOLUÇÃO INJETÁVEL - AMPOLA 2ML (IM, IV)",AMPOLA
25795,190026815,"SONDA TIPO FOLEY ESTÉRIL, DESCARTÁVEL, COM  CALIBRE 22 FR E 3 VIAS. MATERIAL EM LÁTEX SILICONIZADO, BALÃO COM CAPAC. DE 30ML RESISTENTE À PRESSÃO. DEVE POSSUIR SUPERFÍCIE LISA E ORIFÍCIOS LATERAIS  EFICIENTES COM PONTA ATRAUMÁTICA. VÁLVULA ADAPTÁVEL",UNIDADE
25797,190027362,"COLETOR URINA DESC INFANTIL FEMININO, NÃO ESTÉRIL",UNIDADE
25799,190024452,BROCA Nº 1012 DIAMANTADA EMBALADA INDIVIDUALMENTE E ESTÉRIL,UNIDADE
25803,190027176,"ALGODÃO HIDRÓFILO COM  APRESENTAÇÃO EM BOLINHAS,  PESO ACEITÁVEL DE 90 A 100 G, COR BRANCA.",PACOTE
25829,190025750,"ESPARADRAPO TAM.10CM X 4,5M COM TECIDO DE FIO DE ALGODÃO COM MASSA ADESIVA DE DISTRIBUIÇÃO UNIFORME",UNIDADE
25842,190023065,"SERROTE MANUAL EXTRA DURO (24"")",UNIDADE
25843,190023069,CHAVE TRAVA IGNIÇÃO,UNIDADE
25845,190023205,TINTA ALQUIDICA BRANCA,GALAO
25889,190026905,MATRIZ RESISTORES,UNIDADE
25890,190026916,"DRENO TORÁCICO, ESTÉRIL, DESCARTÁVEL, TAMANHO 30FR.",UNIDADE
25892,190026917,"DRENO TORÁCICO, ESTÉRIL, DESCARTÁVEL, TAMANHO 32FR.",UNIDADE
25894,190027277,"DISPOSITIVO DE PUNÇÃO VENOSA ESTÉRIL Nº 19, MATERIAL PVC CRISTAL FLEXIVEL, TRATAMENTO SUPERFICIAL, ASAS LEVES E FLEXÍVEIS, CONECTOR LUER CÔNICO RÍGIDO, CÂNULA EM AÇO INOXIDÁVEL SILICONIZADA, ATRAUMÁTICA COM PAREDES FINAS. CARACTERÍSTICAS ADICIONAIS B",UNIDADE
25897,190026833,"CATÉTER VESICAL FOLEY 2 VIAS, Nº 14, ESTÉRIL",UNIDADE
25913,190025051,DESINCRUSTANTE,LITRO
25915,190026952,SUPRESSOR,UNIDADE
25916,190033439,"GRAMPO P/ CABO DE AÇO (7/8"")",UNIDADE
25922,190033440,"GRAMPO EM U P/ CABO DE AÇO (1/2"")",UNIDADE
25929,190032237,ANESTÉSICO S/VASO 2% BASE DE CLORIDRATO DE LIDOCAÍNA-CAIXA C/50UN,TUBO
25934,190029593,TINTA EPOX POLIAMINA BRANCA,GALAO
25974,190027095,"ATADURA GESSADA 10 CM X 3 M, COM GESSO IMPREGNADO EM TELA DE GAZE 100 % ALGODÃO. ACABAMENTO LATERAL COM CORTE SINUOSO PARA EVITAR DESFIAMENTO, SECAGEM RÁPIDA (ENTRE 5 E 6 MINUTOS), ENROLADA UNIFORMENTE DE FORMA CONTÍNUA E CILÍNDRICA. NÃO ESTÉRIL. EMB",UNIDADE
25982,190031033,OLEO LUBRIFICANTE REFRIGERANTE COMPRESSOR,BALDE
25987,190031036,ELEMENTO ELÁSTICO,UNIDADE
25988,190026210,ACION TRAC T-252,UNIDADE
25993,190026970,CHAPA DE VEDAÇÃO (150 X 150 X 6 MM),UNIDADE
25996,190026007,"SONDA DE ASPIRAÇÃO TRAQUEAL N 16, ESTÉRIL, DESCARTÁVEL, DEVE CONTER TRÊS ORIFÍCIOS NA SUA EXTREMIDADE DISTAL E CONECTOR NA EXTREMIDADE PROXIMAL PARA INTERMEDIÁRIO.",UNIDADE
26003,190025863,SACO DESCATÁVEL PARA HAMPER COM CADARÇO 100 LITROS,SACO
26007,190025867,"PULSEIRA P/IDENTIFICAÇÃO CONFECCIONADA EM PLÁSTICO MACIO, RESISTENTE, CONTENDO 11 PONTOS PARA REGULAGEM E ÁREA DE INSCRIÇÃO DE APROXIMADAMENTE 2,5 X 6,5 CM.  USO ADULTO",UNIDADE
26008,190025988,"LÂMINA BISTURI, MATERIAL AÇO INOXIDÁVEL, TAMANHO Nº 15,  DESCARTÁVEL. AFIADA E POLIDA. ADAPTÁVEL A CABO DE BISTURI PRÓPRIO PARA O SEU TAMANHO.EMBALADA INDIVIDUALMENTE. ESTÉRIL.",UNIDADE
26046,190023355,ONIBUS RODOVIARIO,UNIDADE
26054,190023576,LIMA KERR  C/ CURSOR DE 25MM SORTIDA CX C/ 6UN Nº 15 A 40,CAIXA
26059,190032437,"ANESTÉSICO ODONTOLÓGICO, GEL, BENZOCAÍNA, USO TÓPICO, CONTENDO 12G.",UNIDADE
26062,190026791,"SONDA NASOGÁSTRICA N 18, ESTÉRIL DESCARTÁVEL, CONFECCIONADA EM POLIVINIL ATÓXICO E TRANSPARENTE, SILICONIZADA, FLEXÍVEL, COM ORIFÍCIOS LATERAIS NA SUA EXTREMIDADE",UNIDADE
26063,190026793,"SONDA NASOGÁSTRICA LONGA Nº 12, ESTERILIZADA EM ÓXIDO DE ETILENO, DESCARTÁVEL E DE USO ÚNICO.",UNIDADE
26064,190026813,"SONDA, MATERIAL LÁTEX SILICONIZADO, TIPO FOLEY TAMANHO Nº 16 
QUANTIDADE VIAS 2, CARACTERÍSTICAS ADICIONAIS COM  BALÃO DE 5 A 15ML APLICAÇÃO SUPERFÍCIE LISA, ORIFÍCIOS LATERAIS LARGOS/ARRED. VÁLVULA DE BORRACHA PARA TODAS OS TAMANHOS DE SERINGA, FUN",UNIDADE
26079,190025987,"LÂMINA BISTURI, MATERIAL AÇO INOXIDÁVEL, TAMANHO Nº 22,  DESCARTÁVEL. AFIADA E POLIDA. ADAPTÁVEL A CABO DE BISTURI PRÓPRIO PARA O SEU TAMANHO.EMBALADA INDIVIDUALMENTE. ESTÉRIL.",UNIDADE
26086,190025993,"ESCOVA ESTERIL DESCART FLEXIVEL, IMPREGNADAS COM CLORHEXIDINA, C/ LIMPADOR DE UNHAS C/ CERDAS MACIAS, RESISTENTES, P/ANTISSEPSIA CIRÚRGICA",UNIDADE
26090,190013974,BONÉ BEGE OF GM ASP 57,UNIDADE
26091,190013964,BONÉ BRANCO ALTE ESQ 59,UNIDADE
26093,190023561,CEFAZOLINA 1G SOLUÇAO INJETAVEL,FRASCO
26107,190032461,CHAVE DE TECLA,UNIDADE
26125,190031025,ELETRODO P/ MONITOR CARDIACO  DESCARTAVEL C/ GELEIA CONDUTORA TAM ADULTO COM BOA ADESIVIDADE,UNIDADE
26134,190025994,"ESCOVAS ESTEREIS DESCART, FLEXIVEIS, IMPREGNADAS COM PVPI, C/LIMPADOR DE UNHAS C/ CERDAS MACIAS E RESISTENTES, P/ANTISSEPSIA CIRÚRGICA",UNIDADE
26145,190026000,BROCA CIRÚRGICA CARBIDE FORMATO TRONCO CÔNICA HASTE LONGA Nº 702,UNIDADE
26152,190026747,CÂNULA TRAQUEOSTOMIA DESCARTAVEL Nº 9,UNIDADE
26154,190026727,"CATETER PARA OXIGENOTERAPIA, TAMANHO Nº 10, MATERIAL TUBO PVC ATÓXICO, TIPO SILICONIZADO. USO DESCARTÁVEL, ESTÉRIL.EMBALAGEM INDIVIDUAL.""",UNIDADE
26155,190027216,"CAMPO CIRÚRGICO DESCARTÁVEL TAM 1,50 X 1,50 M, DE TRIPLA CAMADA, ESTÉRIL, GRAMATURA ACIMA DE 70 G / M2 ATÓXICO, NÃO IRRITANTE E IMPERMEÁVEL",UNIDADE
26157,190027129,"ATADURA CREPON 100% ALGODÃO CRU ALTA TORÇÃO, MEDINDO 6 CM X 1,8 M DE COMPRIMENTO MÍNIMO EM REPOUSO, CONFECCIONADA MÍNIMO C/13 FIOS",UNIDADE
26162,190027079,PRIMER EPOXI VERMELHA,GALAO
26165,190025320,CLORIDRATO DE REMIFENTANIL 2MG PÓ LIÓFILO PARA SOLUÇÃO INJETÁVEL FRASCO AMPOLA,FRASCO
26183,190029540,TINTA PRIMER EPOXI,BALDE
26197,190027240,"AGULHA DESCARTÁVEL, ESTÉRIL, COM SISTEMA DE SEGURANÇA, MATERIAL TUBO AÇO INOXIDÁVEL, TAMANHO 40X12, APLICAÇÃO COM   PROTETOR PLÁSTICO, IDENT. COR UNIVERSAL TIPO HIPODÉRMICO, TIPO BISEL AFIADO E CURTO, TRIFACETADO, COM PAREDES FINAS. ATÓXICA, SILICO",UNIDADE
26205,190024218,"CONTRASTE RADIOLÓGICO, APRESENTAÇÃO À BASE DE SULFATO DE BÁRIO, COM INTERVALO DE 66,7% À 100% DE CONCENTRAÇÃO, CARACTERISTICAS ADICIONAIS SUSPENSÃO, FRASCO DE 150 ML.",FRASCO
26209,190031052,FUSO,CONJUNTO
26210,190031071,"VITAMINAS DO COMPLEXO B, EM DOSE ÚNICA DIÁRIA, UM COMPRIMIDO/DIA",TABLETE
26223,190013927,BONÉ BEGE SO 60,UNIDADE
26225,190009511,CART 9X19MM C,UNIDADE
26228,190026807,BOBINA,UNIDADE
26229,190026809,BOBINA,UNIDADE
26230,190026824,"SONDA TIPO FOLEY ESTÉRIL, DESCARTÁVEL, COM  CALIBRE 20 FR E 2 VIAS. MATERIAL EM LÁTEX SILICONIZADO, BALÃO COM CAPAC. DE 5 A 15ML RESISTENTE À PRESSÃO. DEVE POSSUIR SUPERFÍCIE LISA E ORIFÍCIOS LATERAIS  EFICIENTES COM PONTA ATRAUMÁTICA. VÁLVULA ADAPTÁ",UNIDADE
26232,190029506,TINTA ALQUIDICA VERDECLARO,GALAO
26233,190024224,"AGULHA COLETA SANGUE À VÁCUO, MATERIAL AÇO INOXIDÁVEL SILICONIZADO, DIMENSÃO 21 G X 1 1/4´, TIPO PONTA BISEL CURTO TRIFACETADO, TIPO CONEXÃO CONECTOR LUER LOCK EM PLÁSTICO, TIPO FIXAÇÃO PROTETOR PLÁSTICO, CARACTERÍSTICA ADICIONAL COM SISTEMA SEGURANÇ",UNIDADE
26235,190012585,TINTA ALQUIDICA CINZA,LATA
26300,190025317,OLEO LUBRIFICANTE,FRASCO
26301,190029542,TINTA ALQUIDICA VERDE,GALAO
26390,190027238,"EQUIPO MICROGOTAS ESTÉRIL, DESCARTÁVEL E COM BURETA GRADUADA RÍGIDA DE 150ML.  MATERIAL EM  PVC CRISTAL, ATÓXICO E APIROGÊNICO. COMPRIMENTO MÍNIMO DE 1,50M. CÂMARA GOTEJADORA FLEXÍVEL,  INJETOR LATERAL  AUTOCICATRIZANTE E ISENTO DE LÁTEX.  PONTA PERF",UNIDADE
26392,190025182,DISJUNTOR,UNIDADE
26393,190027037,BIRUTA,UNIDADE
26395,190029490,TINTA CINZA,BALDE
26398,190029489,TINTA ALQUIDICA VERDE,BALDE
26443,190027214,"LUVA EM LÁTEX,  COM PÓ, DESCARTÁVEL,  PARA PROCEDIMENTO NÃO ESTÉRIL. TAMANHO GRANDE. CAIXA COM 100 UM.",CAIXA
26456,190025949,JUNTA,UNIDADE
26457,190025864,"COLETOR DE URINA, SISTEMA FECHADO, ESTÉRIL,  CAPACIDADE 2000ML",UNIDADE
26483,190029537,TINTA VERDE ANTIDERRAPANTE,BALDE
26503,190029538,TINTA ALQUIDICA AMARELO,GALAO
26549,190027192,"LUVA CIRÚRGICA, MATERIAL LÁTEX NATURAL, TAMANHO 8, ESTÉRIL, CARACTERÍSTICAS ADICIONAIS COMPRIMENTO DE 28CM, APRESENTAÇÃO LUBRIFICADA C/ PÓ BIOABSORVÍVEL, ATÓXICA, TIPO USO DESCARTÁVEL,  FORMATO ANATÔMICO, EMBALAGEM CONFORME NORMA ABNT C/ ABERTURA ASS",PAR
26559,190027577,CHAVE,UNIDADE
26560,190027578,CHAVE TRIPOLAR,UNIDADE
26561,190027580,PLACA,UNIDADE
26562,190027581,PLACA,UNIDADE
26563,190014221,BONÉ BRANCO SG 60,UNIDADE
26566,190014222,BONÉ BRANCO SG 61,UNIDADE
26569,190025913,"ATADURA GESSADA 8 CM X 2 M, COM GESSO IMPREGNADO EM TELA DE GAZE 100 % ALGODÃO. ACABAMENTO LATERAL COM CORTE SINUOSO PARA EVITAR DESFIAMENTO, SECAGEM RÁPIDA (ENTRE 5 E 6 MINUTOS), ENROLADA UNIFORMENTE DE FORMA CONTÍNUA E CILÍNDRICA. NÃO ESTÉRIL. EMBA",UNIDADE
26571,190024617,"FIO SUTURA, MATERIAL POLIPROPILENO MONOFILAMENTO, TIPO FIO 3-0, COR AZUL, COMPRIMENTO 90, CARACTERÍSTICAS ADICIONAIS C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA 1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA 30MM, ESTÉRIL..",UNIDADE
26572,190012477,CALÇA FEM BEGE 56 (100%POL) CFN/EFOMM,UNIDADE
26573,190032498,PRIMER EPOXI POLIAMIDA,GALAO
26574,190032499,PRIMER EPOXI POLIAMIDA,GALAO
26634,190027202,"HASTE FLEXÍVEL, MATERIAL HASTE PLÁSTICO, TIPO HASTE COM RANHURAS, MATERIAL PONTA ALGODÃO, CARACTERÍSTICAS ADICIONAIS COM 2 PONTAS (CATMAT 293025)",CAIXA
26642,190025862,"BOLSA COLOSTOMIA  60 MM ADULTO, TRANSPARENTE, A PROVA DE ODOR, DRENÁVEL, C/CLAMP INDIVIDUAL, C/DISCO ADESIVO MICROPOROSO, BARREIRA PROTETORA COMPOSTA RESINA NATURAL MISTA OU SINTÉTICA",UNIDADE
26644,190027590,GRAXA,LATA
26648,190026752,CÂNULA TRAQUEOSTOMIA DESCARTAVEL Nº 7,UNIDADE
26650,190027059,CEFALOTINA 1G  PÓ PARA SOLUÇÃO INJETÁVEL - FRASCO AMPOLA (IV),FRASCO
26659,190033406,"APARELHO BARBEAR, TIPO LÂMINA DESCARTÁVEL COM 2 LÂMINAS DE AÇO. MATERIAL CABO PLÁSTICO LONGO/ARREDONDADO E COM FRISOS,  CARACTERÍSTICAS ADICIONAIS FITA LUBRIFICANTE ENRIQUECIDA COM ALOE VERA.",UNIDADE
26706,190027203,"AVENTAL DESCARTÁVEL IMPERMEÁVEL  MANGAS LONGAS.  MATERIAL PLÁSTICO,  TAMANHO GRANDE, TIRAS PARA FIXAÇÃO NA ALTURA DA CINTURA E PESCOÇO.",UNIDADE
26708,190025259,GRAXA BISSULFETO MOLIBDENIO,BALDE
26714,190024123,"CONE DE GUTA PERCHA ACESSÓRIO CALIBRADO F 28MM S/ SULFATO DE BÁRIO ENROLADOS MANUALMENTE, VALIDADE DE QUATRO ANOS CX C/120 UNIDADES",CAIXA
26720,190031442,"EXTENSÃO USO HOSPITALAR ESTÉRIL E DESCARTÁVEL, MATERIAL PVC ATÓXICO, NA COR VERDE, USO PARA CATETER DE OXIGENOTERAPIA. ISENTO DE LÁTEX.  DIMENSÃO APROXIMADA DE 2 METROS.",UNIDADE
26722,190013940,BONÉ BRANCO ALTE ESQ 54,UNIDADE
26725,190025318,OLEO LUBRIFICANTE MOTOR 2T,LITRO
26749,190033174,"EMBALAGEM TAM 30 CM X 100 M PAPEL GRAU CIRURGICO , GRAMATURA ACIMA DE 60 G P/ M2",ROLO
26756,190026019,OLEO LUBRIFICANTE ENGRENAGEM,BALDE
26759,190029839,GRAXA,BALDE
26761,190033798,"PAPEL CREPADO TAM 70 X 70 100% CELULOSE, REFORÇADO COM LÁTEX,GRAMATURA 60 G/M2",UNIDADE
26762,190025163,MANCAL AXIAL ENCOSTO,UNIDADE
26763,190023593,"SUTURA CIRÚRGICA NÃO ABSORVÍVEL DE SEDA PRETA TRANÇADA TRANÇADA 3.0, 45 CM AGULHA CORTANTE 1/2 CÍRCULO 1,70 CM.",UNIDADE
26799,190023788,GRBC AE-AC M-24 A1 5.56 MM,UNIDADE
26803,190023790,TINTA EPOXI POLIAMINA CINZA,BALDE
26835,190025319,OLEO LUBRIFICANTE ENGRENAGEM,LITRO
26846,190024768,"TUBO CÔNICO DE PLÁSTICO COM TAMPA, ESTÉRIL, GRADUADO, COM CAPACIDADE DE 10 ML PARA CENTRIFUGAÇÃO",UNIDADE
26847,190027194,"CAMPO CIRÚRGICO DESCARTÁVEL TAM 0,50 X 0,50 M, DE TRIPLA CAMADA, ESTÉRIL, FENESTRADO, GRAMATURA ACIMA DE 70 G / M2 ATÓXICO, NÃO IRRITANTE E IMPERMEÁVEL.",UNIDADE
26849,190027126,"ATADURA CREPON 100% ALGODÃO CRU  ALTA TORÇÃO, MEDINDO 10CM X 1,8M DE COMPRIMENTO MÍNIMO EM REPOUSO , CONFECCIONADA MÍNIMO C/13 FIOS",UNIDADE
26850,190032500,TINTA EPOXI PRETA,BALDE
26871,190032513,PRIMER ANTICORROSIVA,GALAO
26873,190032497,TINTA VINILICA BRONZE,BALDE
26891,190026776,"TUBO ENDOTRAQUEAL  S/ BALÃO N 4,0, ESTÉRIL",UNIDADE
26892,190026777,"TUBO ENDOTRAQUEAL  S/ BALÃO N 4,5, ESTÉRIL",UNIDADE
26893,190026781,"SONDA NASOGÁSTRICA N 16, ESTÉRIL DESCARTÁVEL, CONFECCIONADA EM POLIVINIL ATÓXICO E TRANSPARENTE, SILICONIZADA, FLEXÍVEL, COM ORIFÍCIOS LATERAIS NA SUA EXTREMIDADE",UNIDADE
26894,190025989,"LÂMINA BISTURI, MATERIAL AÇO INOXIDÁVEL, TAMANHO Nº 11,  DESCARTÁVEL. AFIADA E POLIDA. ADAPTÁVEL AO CABO DE BISTURI PRÓPRIO PARA O SEU TAMANHO. EMBALADA INDIVIDUALMENTE. ESTÉRIL.",UNIDADE
26936,190027127,"ATADURA CREPON 100% ALGODÃO CRU ALTA TORÇÃO, MEDINDO MEDINDO 25CM DE LARGURA  X 1,8M DE COMPRIMENTO MÍNIMO EM REPOUSO , CONFEC MÍNIMO C/13 FIOS",UNIDADE
26941,190027248,"AGULHA, TIPO AGULHA HIPODÉRMICA, COM SISTEMA DE SEGURANÇA, TAMANHO 20 X 5,5, MATERIAL CORPO EM AÇO INOXIDÁVEL SILICONIZADO, TIPO PONTA BISEL CURTO TRIFACETADO, TIPO CONEXÃO CONECTOR EM PLÁSTICO LUER LOCK, CARACTERÍSTICAS ADICIONAIS PROTETOR.""",UNIDADE
26964,190026876,BLOCO,UNIDADE
26966,190026877,BLOCO,UNIDADE
27011,BR3085024,BUCHA,UNIDADE
27029,BR3085030,BUCHA,UNIDADE
27030,BR3085014,ARTICULACAO,UNIDADE
27036,190000118,SAPATO BRANCO 40,PAR
27037,190000127,SAPATO PRETO 40,PAR
27038,190000128,SAPATO PRETO 41,PAR
27039,190000129,SAPATO PRETO 42,PAR
27042,190000120,SAPATO BRANCO 42,PAR
27043,190000122,SAPATO BRANCO 44,PAR
27044,190000123,SAPATO BRANCO 45,PAR
27045,BR3058901,ENGRENAGEM,UNIDADE
27046,190000115,SAPATO BRANCO 37,PAR
27047,190000121,SAPATO BRANCO 43,PAR
27048,190000126,SAPATO PRETO 39,PAR
27061,BR2642619,MOLA,UNIDADE
27063,BR3111689,BOBINA,UNIDADE
27064,190000130,SAPATO PRETO 43,PAR
27068,190000119,SAPATO BRANCO 41,PAR
27069,190000125,SAPATO PRETO 38,PAR
27084,BR2504582,OLEO LUBRIFICANTE ENGRENAGEM,BALDE
27090,190000131,SAPATO PRETO 44,PAR
27110,190000124,SAPATO PRETO 37,PAR
27120,BR3013844,JUNTA,UNIDADE
27147,190000485,BERMUDA AZUL-MESCLA 46,UNIDADE
27149,190000481,BERMUDA AZUL-MESCLA 38,UNIDADE
27192,190007984,CALÇÃO AZUL GINÁSTICA OFICIAL G,UNIDADE
27218,190008038,SAPATO BRANCO 46,PAR
27219,190008039,SAPATO BRANCO 47,PAR
27224,190000132,SAPATO PRETO 45,PAR
27225,190008043,SAPATO PRETO 46,PAR
27231,BR3154419,"GUIA RETO HIDROFÍLICO 0,035 / 260 CM, PONTA DE 5 CM FLOPPY, CORPO EXTRA - STIFF,  TIPO TIPO ""AMPLATZ""  RETO",UNIDADE
27232,BR3155337,"KIT COMPLETO PARA INCONTINÊNCIA URINÁRIA C/02 AGULHAS TIPO SLING, DE PROLENE, MODELO TVT",JOGO
27233,BR3162632,"KIT CATÉTER DUPLO J, SOFT FLEX DE POLIURETANO C/CAMADA HIDROFÍLICA NA SUPERFÍCIE DE 6,0 FR E 28 CM, C/ FIO GUIA HIDROFILICO 0,35 MM DE COR BRANCA  EM NITINOL C/COBERTURA DE POLIURETANO DE PONTA RETA  E FLEXÍVEL",JOGO
27256,BR3155315,"""KIT STENT URETERAL HIPERFLEXIVEL DE DUPLO """"J"""" EM TECOFLEX C/COBERTURA HIDROFÍLICA 6FR X 28CM C/ PONTA DE SILICONE CERRADA E FECHADA E GUIA HIDROFÍLICA FAS TRAC""",JOGO
27278,190007983,CALÇÃO AZUL GINÁSTICA OFICIAL M,UNIDADE
27304,BR3155312,CONJUNTO DE NEFROSTOMIA C/BALÃO,JOGO
27334,BR3154411,"GUIA 0,035"" / 260 CM, ANGULADO HIDROFÍLICO, CORPO DE NITINOL E PONTA DE PLATINA PARA MELHOR RADIOPACIDADE, NÃO HIDROFÍLICA, 6 CM DE PONTA EXTRA FLOPPY, TIPO ROADRUNNER",UNIDADE
27380,190000117,SAPATO BRANCO 39,PAR
27390,BR3155190,"CIMENTO CIRÚRGICO, COMPOSIÇÃO PÓ (49G POLIMECRILATO METILA+2,5 SULFATO BÁRIO), APRESENTAÇÃO LÍQUIDO ( METACRILATO METILA) AMPOLA GRAU CIRÚRGICO, PALICAÇÃO AUTOPOLIMERIZÁVEL, PARA RECONSTRUÇÃO ÓSSEA, COMPONENTE COM TOBRAMICINA.",UNIDADE
27392,BR3004252,BUCHA,UNIDADE
27404,190000116,SAPATO BRANCO 38,PAR
27494,190008044,SAPATO PRETO 47,PAR
27495,190008045,SAPATO PRETO 48,PAR
27506,BR3004241,BUCHA,UNIDADE
27507,BR3004253,ACOPLADOR,UNIDADE
27508,BR3004248,RETENTOR,UNIDADE
27509,BR3004247,RETENTOR,UNIDADE
27522,190010883,BLUSA BRANCA M/L SEM PASSADOR 40,UNIDADE
27523,190010884,BLUSA BRANCA M/L SEM PASSADOR 42,UNIDADE
27524,190010885,BLUSA BRANCA M/L SEM PASSADOR 44,UNIDADE
27525,190010886,BLUSA BRANCA M/L SEM PASSADOR 46,UNIDADE
27526,190010887,BLUSA BRANCA M/L SEM PASSADOR 48,UNIDADE
27540,190010267,BLUSA AZUL-MESCLA M/M (BOLSO RETO) 48,UNIDADE
27610,190000486,BERMUDA AZUL-MESCLA 48,UNIDADE
27703,190010867,"CUNHA MADEIRA 3,8X10,2X22,9CM (1 1/2X4X9 POL)",UNIDADE
27824,190010255,BLUSA AZUL-MESCLA M/M (BOLSO RETO) 36,UNIDADE
27883,190011871,CALÇA AZUL-MESCLA 38,UNIDADE
27922,190000487,BERMUDA AZUL-MESCLA 52,UNIDADE
27974,190010882,BLUSA BRANCA M/L SEM PASSADOR 38,UNIDADE
27992,190011364,ROUPÃO AZUL INCORPORAÇÃO P,UNIDADE
28023,190011312,CAMISA AZUL-MESCLA M/L 2,UNIDADE
28024,190011313,CAMISA AZUL-MESCLA M/L 3,UNIDADE
28025,190011314,CAMISA AZUL-MESCLA M/L 4,UNIDADE
28026,190011316,CAMISA AZUL-MESCLA M/L 5,UNIDADE
28054,190009502,OLEO DIESEL AUTOMOTIVO,LITRO
28128,190012090,GANDOLA CAMUFLADA 6,UNIDADE
28129,190011511,SAIA AZUL-FERRETE (PANAMÁ) 38,UNIDADE
28166,190008040,SAPATO BRANCO 48,PAR
28186,190010888,BLUSA BRANCA M/L SEM PASSADOR 50,UNIDADE
28266,190012464,DÓLMÃ BRANCO CFN LONGO 50 E CALÇA,UNIDADE
28474,190016611,CAPA BRANCA BONÉ 58,UNIDADE
28475,190016612,CAPA BRANCA BONÉ 59,UNIDADE
28476,190016614,CAPA BRANCA BONÉ 60,UNIDADE
28504,190014167,BONÉ CINZA OF GM ASP 53,UNIDADE
28505,190014168,BONÉ CINZA OF GM ASP 54,UNIDADE
28536,190015607,INSÍGNIA PEITO AZUL-FERR 1ANO UNIF,UNIDADE
28537,190015657,INSÍGNIA PEITO AZUL-FERR 3A-MÁQ,UNIDADE
28538,190015658,INSÍGNIA PEITO AZUL-FERR 3A-NÁUT,UNIDADE
28565,190013962,BONÉ BEGE SO 54,UNIDADE
28584,190011315,CAMISA AZUL-MESCLA M/L 6,UNIDADE
28620,190015270,INSÍGNIA JALECO VERMELHA 1SG-EF,UNIDADE
28655,BR3172575,LIMPADOR CONTATO ELETRICO,MILILITRO
28672,190014139,BONÉ CINZA SG 53,UNIDADE
28673,190014193,BONÉ CINZA SG 58,UNIDADE
28674,190014238,BONÉ CINZA SO 55,UNIDADE
28727,190016606,CAPA BRANCA BONÉ 54,UNIDADE
28728,190016583,CAPA BRANCA BONÉ 55,UNIDADE
28729,190016584,CAPA BRANCA BONÉ 56,UNIDADE
28730,190016585,CAPA BRANCA BONÉ 57,UNIDADE
28827,BR3051252,AMPERIMETRO,UNIDADE
28828,BR3051253,AMPERIMETRO,UNIDADE
28978,190017131,INSÍGNIA GOLA DIST S-SM CONV,UNIDADE
29000,190015276,INSÍGNIA JALECO VERMELHA 1T-S SM-CONV,UNIDADE
29001,190015377,INSÍGNIA JALECO VERMELHA GM-CD SM-CONV,UNIDADE
29003,190015587,INSÍGNIA PEITO AZUL-FERR 2T-AA,UNIDADE
29004,190015588,INSÍGNIA PEITO AZUL-FERR 2T-AFN,UNIDADE
29009,190016762,INSÍGNIA PEITO AZUL-FERR GM-QC-CA CONV,UNIDADE
29010,190016764,INSÍGNIA PEITO AZUL-FERR GM-QC-IM CONV,UNIDADE
29011,190015649,INSÍGNIA PEITO AZUL-FERR GM-AA,UNIDADE
29012,190015650,INSÍGNIA PEITO AZUL-FERR GM-AFN,UNIDADE
29014,190018606,INSÍGNIA PEITO AZUL-FERR GM-EN SM-CONV,UNIDADE
29015,190015608,INSÍGNIA PEITO AZUL-FERR GM-MD SM-CONV,UNIDADE
29016,190015610,INSÍGNIA PEITO AZUL-FERR GM-QAS SM-CONV,UNIDADE
29017,190016756,INSÍGNIA PEITO AZUL-FERR GM-QT CONV,UNIDADE
29038,190019004,CALÇA BEGE 38 (100%POL) CFN/EFOMM,UNIDADE
29053,190017117,INSÍGNIA OMBRO PLATINA 2A-MÁQUINA,PAR
29073,190011308,OLEO LUBRIFICANTE MINERAL CILINDRO VAPOR,LITRO
29076,190019036,FLUIDO CORTE,BALDE
29105,190016693,DISTINTIVO BORDADO PUNHO QC CA-SM CONV,PAR
29106,190016695,DISTINTIVO BORDADO PUNHO QC FN-SM CONV,PAR
29107,190016706,DISTINTIVO BORDADO PUNHO QC IM-SM CONV,PAR
29109,190016757,INSÍGNIA PEITO AZUL-FERR 1T-QT CONV,UNIDADE
29110,190015517,INSÍGNIA PEITO AZUL-FERR 1T-CD SM-CONV,UNIDADE
29111,190018147,INSÍGNIA PEITO AZUL-FERR 1T-EN SM-CONV,UNIDADE
29118,190015524,INSÍGNIA PEITO AZUL-FERR 1T-MD SM-CONV,UNIDADE
29119,190015529,INSÍGNIA PEITO AZUL-FERR 1T-QAS SM-CONV,UNIDADE
29130,190016590,TECIDO 100% LÃ AZUL-FERRETE,METRO
